"arc_length"	"U_Magnitude"
78	0.0758148
78.1	0.0754064
78.2	0.0754064
78.3	0.0754064
78.4	0.0754064
78.5	0.0754064
78.6	0.0754064
78.7	0.0754064
78.8	0.0754064
78.9	0.0754064
79	0.0754064
79.1	0.074695
79.2	0.074695
79.3	0.074695
79.4	0.074695
79.5	0.074695
79.6	0.074695
79.7	0.074695
79.8	0.074695
79.9	0.074695
80	0.074695
80.1	0.0736807
80.2	0.0736807
80.3	0.0736807
80.4	0.0736807
80.5	0.0736807
80.6	0.0736807
80.7	0.0736807
80.8	0.0736807
80.9	0.0736807
81	0.0736807
81.1	0.0723633
81.2	0.0723633
81.3	0.0723633
81.4	0.0723633
81.5	0.0723633
81.6	0.0723633
81.7	0.0723633
81.8	0.0723633
81.9	0.0723633
82	0.0723633
82.1	0.070743
82.2	0.070743
82.3	0.070743
82.4	0.070743
82.5	0.070743
82.6	0.070743
82.7	0.070743
82.8	0.070743
82.9	0.070743
83	0.070743
83.1	0.0688197
83.2	0.0688197
83.3	0.0688197
83.4	0.0688197
83.5	0.0688197
83.6	0.0688197
83.7	0.0688197
83.8	0.0688197
83.9	0.0688197
84	0.0688197
84.1	0.0665934
84.2	0.0665934
84.3	0.0665934
84.4	0.0665934
84.5	0.0665934
84.6	0.0665934
84.7	0.0665934
84.8	0.0665934
84.9	0.0665934
85	0.0665934
85.1	0.0640642
85.2	0.0640642
85.3	0.0640642
85.4	0.0640642
85.5	0.0640642
85.6	0.0640642
85.7	0.0640642
85.8	0.0640642
85.9	0.0640642
86	0.0640642
86.1	0.0612319
86.2	0.0612319
86.3	0.0612319
86.4	0.0612319
86.5	0.0612319
86.6	0.0612319
86.7	0.0612319
86.8	0.0612319
86.9	0.0612319
87	0.0612319
87.1	0.0580967
87.2	0.0580967
87.3	0.0580967
87.4	0.0580967
87.5	0.0580967
87.6	0.0580967
87.7	0.0580967
87.8	0.0580967
87.9	0.0580967
88	0.0580967
88.1	0.0546585
88.2	0.0546585
88.3	0.0546585
88.4	0.0546585
88.5	0.0546585
88.6	0.0546585
88.7	0.0546585
88.8	0.0546585
88.9	0.0546585
89	0.0546585
89.1	0.0509173
89.2	0.0509173
89.3	0.0509173
89.4	0.0509173
89.5	0.0509173
89.6	0.0509173
89.7	0.0509173
89.8	0.0509173
89.9	0.0509173
90	0.0509173
90.1	0.0468732
90.2	0.0468732
90.3	0.0468732
90.4	0.0468732
90.5	0.0468732
90.6	0.0468732
90.7	0.0468732
90.8	0.0468732
90.9	0.0468732
91	0.0468732
91.1	0.0425261
91.2	0.0425261
91.3	0.0425261
91.4	0.0425261
91.5	0.0425261
91.6	0.0425261
91.7	0.0425261
91.8	0.0425261
91.9	0.0425261
92	0.0425261
92.1	0.037876
92.2	0.037876
92.3	0.037876
92.4	0.037876
92.5	0.037876
92.6	0.037876
92.7	0.037876
92.8	0.037876
92.9	0.037876
93	0.037876
93.1	0.0329229
93.2	0.0329229
93.3	0.0329229
93.4	0.0329229
93.5	0.0329229
93.6	0.0329229
93.7	0.0329229
93.8	0.0329229
93.9	0.0329229
94	0.0329229
94.1	0.0276668
94.2	0.0276668
94.3	0.0276668
94.4	0.0276668
94.5	0.0276668
94.6	0.0276668
94.7	0.0276668
94.8	0.0276668
94.9	0.0276668
95	0.0276668
95.1	0.0221078
95.2	0.0221078
95.3	0.0221078
95.4	0.0221078
95.5	0.0221078
95.6	0.0221078
95.7	0.0221078
95.8	0.0221078
95.9	0.0221078
96	0.0221078
96.1	0.0162458
96.2	0.0162458
96.3	0.0162458
96.4	0.0162458
96.5	0.0162458
96.6	0.0162458
96.7	0.0162458
96.8	0.0162458
96.9	0.0162458
97	0.0162458
97.1	0.0100808
97.2	0.0100808
97.3	0.0100808
97.4	0.0100808
97.5	0.0100808
97.6	0.0100808
97.7	0.0100808
97.8	0.0100808
97.9	0.0100808
98	0.0100808
98.1	0.00361275
98.2	0.00361275
98.3	0.00361275
98.4	0.00361275
98.5	0.00361275
98.6	0.00361275
98.7	0.00361275
98.8	0.00361275
98.9	0.00361275
99	0.00361275
99.1	0
99.2	0
99.3	0
99.4	0
99.5	0
99.6	0
99.7	0
99.8	0
99.9	0
100	0
