"arc_length"	"U_X"
13.2	2.26311e-05
13.3	2.26311e-05
13.4	2.26311e-05
13.5	2.26311e-05
13.6	2.26311e-05
13.7	2.26311e-05
13.8	2.26311e-05
13.9	2.26311e-05
14	2.26311e-05
14.1	2.45991e-05
14.2	2.45991e-05
14.3	2.45991e-05
14.4	2.45991e-05
14.5	2.45991e-05
14.6	2.45991e-05
14.7	2.45991e-05
14.8	2.45991e-05
14.9	2.45991e-05
15	2.45991e-05
15.1	2.65671e-05
15.2	2.65671e-05
15.3	2.65671e-05
15.4	2.65671e-05
15.5	2.65671e-05
15.6	2.65671e-05
15.7	2.65671e-05
15.8	2.65671e-05
15.9	2.65671e-05
16	2.65671e-05
16.1	2.85352e-05
16.2	2.85352e-05
16.3	2.85352e-05
16.4	2.85352e-05
16.5	2.85352e-05
16.6	2.85352e-05
16.7	2.85352e-05
16.8	2.85352e-05
16.9	2.85352e-05
17	2.85352e-05
17.1	3.05032e-05
17.2	3.05032e-05
17.3	3.05032e-05
17.4	3.05032e-05
17.5	3.05032e-05
17.6	3.05032e-05
17.7	3.05032e-05
17.8	3.05032e-05
17.9	3.05032e-05
18	3.05032e-05
18.1	3.24713e-05
18.2	3.24713e-05
18.3	3.24713e-05
18.4	3.24713e-05
18.5	3.24713e-05
18.6	3.24713e-05
18.7	3.24713e-05
18.8	3.24713e-05
18.9	3.24713e-05
19	3.24713e-05
19.1	3.44394e-05
19.2	3.44394e-05
19.3	3.44394e-05
19.4	3.44394e-05
19.5	3.44394e-05
19.6	3.44394e-05
19.7	3.44394e-05
19.8	3.44394e-05
19.9	3.44394e-05
20	3.44394e-05
20.1	3.64075e-05
20.2	3.64075e-05
20.3	3.64075e-05
20.4	3.64075e-05
20.5	3.64075e-05
20.6	3.64075e-05
20.7	3.64075e-05
20.8	3.64075e-05
20.9	3.64075e-05
21	3.64075e-05
21.1	3.83757e-05
21.2	3.83757e-05
21.3	3.83757e-05
21.4	3.83757e-05
21.5	3.83757e-05
21.6	3.83757e-05
21.7	3.83757e-05
21.8	3.83757e-05
21.9	3.83757e-05
22	3.83757e-05
22.1	4.03438e-05
22.2	4.03438e-05
22.3	4.03438e-05
22.4	4.03438e-05
22.5	4.03438e-05
22.6	4.03438e-05
22.7	4.03438e-05
22.8	4.03438e-05
22.9	4.03438e-05
23	4.03438e-05
23.1	4.2312e-05
23.2	4.2312e-05
23.3	4.2312e-05
23.4	4.2312e-05
23.5	4.2312e-05
23.6	4.2312e-05
23.7	4.2312e-05
23.8	4.2312e-05
23.9	4.2312e-05
24	4.2312e-05
24.1	4.42802e-05
24.2	4.42802e-05
24.3	4.42802e-05
24.4	4.42802e-05
24.5	4.42802e-05
24.6	4.42802e-05
24.7	4.42802e-05
24.8	4.42802e-05
24.9	4.42802e-05
25	4.42802e-05
25.1	4.62485e-05
25.2	4.62485e-05
25.3	4.62485e-05
25.4	4.62485e-05
25.5	4.62485e-05
25.6	4.62485e-05
25.7	4.62485e-05
25.8	4.62485e-05
25.9	4.62485e-05
26	4.62485e-05
26.1	4.82168e-05
26.2	4.82168e-05
26.3	4.82168e-05
26.4	4.82168e-05
26.5	4.82168e-05
26.6	4.82168e-05
26.7	4.82168e-05
26.8	4.82168e-05
26.9	4.82168e-05
27	4.82168e-05
27.1	5.01851e-05
27.2	5.01851e-05
27.3	5.01851e-05
27.4	5.01851e-05
27.5	5.01851e-05
27.6	5.01851e-05
27.7	5.01851e-05
27.8	5.01851e-05
27.9	5.01851e-05
28	5.01851e-05
28.1	5.21534e-05
28.2	5.21534e-05
28.3	5.21534e-05
28.4	5.21534e-05
28.5	5.21534e-05
28.6	5.21534e-05
28.7	5.21534e-05
28.8	5.21534e-05
28.9	5.21534e-05
29	5.21534e-05
29.1	5.41218e-05
29.2	5.41218e-05
29.3	5.41218e-05
29.4	5.41218e-05
29.5	5.41218e-05
29.6	5.41218e-05
29.7	5.41218e-05
29.8	5.41218e-05
29.9	5.41218e-05
30	5.41218e-05
30.1	5.60901e-05
30.2	5.60901e-05
30.3	5.60901e-05
30.4	5.60901e-05
30.5	5.60901e-05
30.6	5.60901e-05
30.7	5.60901e-05
30.8	5.60901e-05
30.9	5.60901e-05
31	5.60901e-05
31.1	5.80585e-05
31.2	5.80585e-05
31.3	5.80585e-05
31.4	5.80585e-05
31.5	5.80585e-05
31.6	5.80585e-05
31.7	5.80585e-05
31.8	5.80585e-05
31.9	5.80585e-05
32	5.80585e-05
32.1	6.0027e-05
32.2	6.0027e-05
32.3	6.0027e-05
32.4	6.0027e-05
32.5	6.0027e-05
32.6	6.0027e-05
32.7	6.0027e-05
32.8	6.0027e-05
32.9	6.0027e-05
33	6.0027e-05
33.1	6.19954e-05
33.2	6.19954e-05
33.3	6.19954e-05
33.4	6.19954e-05
33.5	6.19954e-05
33.6	6.19954e-05
33.7	6.19954e-05
33.8	6.19954e-05
33.9	6.19954e-05
34	6.19954e-05
34.1	6.39639e-05
34.2	6.39639e-05
34.3	6.39639e-05
34.4	6.39639e-05
34.5	6.39639e-05
34.6	6.39639e-05
34.7	6.39639e-05
34.8	6.39639e-05
34.9	6.39639e-05
35	6.39639e-05
35.1	6.59324e-05
35.2	6.59324e-05
35.3	6.59324e-05
35.4	6.59324e-05
35.5	6.59324e-05
35.6	6.59324e-05
35.7	6.59324e-05
35.8	6.59324e-05
35.9	6.59324e-05
36	6.59324e-05
36.1	6.7901e-05
36.2	6.7901e-05
36.3	6.7901e-05
36.4	6.7901e-05
36.5	6.7901e-05
36.6	6.7901e-05
36.7	6.7901e-05
36.8	6.7901e-05
36.9	6.7901e-05
37	6.7901e-05
37.1	6.98695e-05
37.2	6.98695e-05
37.3	6.98695e-05
37.4	6.98695e-05
37.5	6.98695e-05
37.6	6.98695e-05
37.7	6.98695e-05
37.8	6.98695e-05
37.9	6.98695e-05
38	6.98695e-05
38.1	7.18381e-05
38.2	7.18381e-05
38.3	7.18381e-05
38.4	7.18381e-05
38.5	7.18381e-05
38.6	7.18381e-05
38.7	7.18381e-05
38.8	7.18381e-05
38.9	7.18381e-05
39	7.18381e-05
39.1	7.38065e-05
39.2	7.38065e-05
39.3	7.38065e-05
39.4	7.38065e-05
39.5	7.38065e-05
39.6	7.38065e-05
39.7	7.38065e-05
39.8	7.38065e-05
39.9	7.38065e-05
40	7.38065e-05
40.1	7.57747e-05
40.2	7.57747e-05
40.3	7.57747e-05
40.4	7.57747e-05
40.5	7.57747e-05
40.6	7.57747e-05
40.7	7.57747e-05
40.8	7.57747e-05
40.9	7.57747e-05
41	7.57747e-05
41.1	7.77419e-05
41.2	7.77419e-05
41.3	7.77419e-05
41.4	7.77419e-05
41.5	7.77419e-05
41.6	7.77419e-05
41.7	7.77419e-05
41.8	7.77419e-05
41.9	7.77419e-05
42	7.77419e-05
42.1	7.97064e-05
42.2	7.97064e-05
42.3	7.97064e-05
42.4	7.97064e-05
42.5	7.97064e-05
42.6	7.97064e-05
42.7	7.97064e-05
42.8	7.97064e-05
42.9	7.97064e-05
43	7.97064e-05
43.1	8.16626e-05
43.2	8.16626e-05
43.3	8.16626e-05
43.4	8.16626e-05
43.5	8.16626e-05
43.6	8.16626e-05
43.7	8.16626e-05
43.8	8.16626e-05
43.9	8.16626e-05
44	8.16626e-05
44.1	8.35944e-05
44.2	8.35944e-05
44.3	8.35944e-05
44.4	8.35944e-05
44.5	8.35944e-05
44.6	8.35944e-05
44.7	8.35944e-05
44.8	8.35944e-05
44.9	8.35944e-05
45	8.35944e-05
45.1	8.54581e-05
45.2	8.54581e-05
45.3	8.54581e-05
45.4	8.54581e-05
45.5	8.54581e-05
45.6	8.54581e-05
45.7	8.54581e-05
45.8	8.54581e-05
45.9	8.54581e-05
46	8.54581e-05
46.1	8.71535e-05
46.2	8.71535e-05
46.3	8.71535e-05
46.4	8.71535e-05
46.5	8.71535e-05
46.6	8.71535e-05
46.7	8.71535e-05
46.8	8.71535e-05
46.9	8.71535e-05
47	8.71535e-05
47.1	8.85258e-05
47.2	8.85258e-05
47.3	8.85258e-05
47.4	8.85258e-05
47.5	8.85258e-05
47.6	8.85258e-05
47.7	8.85258e-05
47.8	8.85258e-05
47.9	8.85258e-05
48	8.85258e-05
48.1	8.94756e-05
48.2	8.94756e-05
48.3	8.94756e-05
48.4	8.94756e-05
48.5	8.94756e-05
48.6	8.94756e-05
48.7	8.94756e-05
48.8	8.94756e-05
48.9	8.94756e-05
49	8.94756e-05
49.1	9.00635e-05
49.2	9.00635e-05
49.3	9.00635e-05
49.4	9.00635e-05
49.5	9.00635e-05
49.6	9.00635e-05
49.7	9.00635e-05
49.8	9.00635e-05
49.9	9.00635e-05
50	9.00635e-05
50.1	9.04353e-05
50.2	9.04353e-05
50.3	9.04353e-05
50.4	9.04353e-05
50.5	9.04353e-05
50.6	9.04353e-05
50.7	9.04353e-05
50.8	9.04353e-05
50.9	9.04353e-05
51	9.04353e-05
51.1	9.07037e-05
51.2	9.07037e-05
51.3	9.07037e-05
51.4	9.07037e-05
51.5	9.07037e-05
51.6	9.07037e-05
51.7	9.07037e-05
51.8	9.07037e-05
51.9	9.07037e-05
52	9.07037e-05
52.1	9.09279e-05
52.2	9.09279e-05
52.3	9.09279e-05
52.4	9.09279e-05
52.5	9.09279e-05
52.6	9.09279e-05
52.7	9.09279e-05
52.8	9.09279e-05
52.9	9.09279e-05
53	9.09279e-05
53.1	9.11345e-05
53.2	9.11345e-05
53.3	9.11345e-05
53.4	9.11345e-05
53.5	9.11345e-05
53.6	9.11345e-05
53.7	9.11345e-05
53.8	9.11345e-05
53.9	9.11345e-05
54	9.11345e-05
54.1	9.13348e-05
54.2	9.13348e-05
54.3	9.13348e-05
54.4	9.13348e-05
54.5	9.13348e-05
54.6	9.13348e-05
54.7	9.13348e-05
54.8	9.13348e-05
54.9	9.13348e-05
55	9.13348e-05
55.1	9.15328e-05
55.2	9.15328e-05
55.3	9.15328e-05
55.4	9.15328e-05
55.5	9.15328e-05
55.6	9.15328e-05
55.7	9.15328e-05
55.8	9.15328e-05
55.9	9.15328e-05
56	9.15328e-05
56.1	9.173e-05
56.2	9.173e-05
56.3	9.173e-05
56.4	9.173e-05
56.5	9.173e-05
56.6	9.173e-05
56.7	9.173e-05
56.8	9.173e-05
56.9	9.173e-05
57	9.173e-05
57.1	9.19271e-05
57.2	9.19271e-05
57.3	9.19271e-05
57.4	9.19271e-05
57.5	9.19271e-05
57.6	9.19271e-05
57.7	9.19271e-05
57.8	9.19271e-05
57.9	9.19271e-05
58	9.19271e-05
58.1	9.2124e-05
58.2	9.2124e-05
58.3	9.2124e-05
58.4	9.2124e-05
58.5	9.2124e-05
58.6	9.2124e-05
58.7	9.2124e-05
58.8	9.2124e-05
58.9	9.2124e-05
59	9.2124e-05
59.1	9.23209e-05
59.2	9.23209e-05
59.3	9.23209e-05
59.4	9.23209e-05
59.5	9.23209e-05
59.6	9.23209e-05
59.7	9.23209e-05
59.8	9.23209e-05
59.9	9.23209e-05
60	9.23209e-05
60.1	9.25178e-05
60.2	9.25178e-05
60.3	9.25178e-05
60.4	9.25178e-05
60.5	9.25178e-05
60.6	9.25178e-05
60.7	9.25178e-05
60.8	9.25178e-05
60.9	9.25178e-05
61	9.25178e-05
61.1	9.27147e-05
61.2	9.27147e-05
61.3	9.27147e-05
61.4	9.27147e-05
61.5	9.27147e-05
61.6	9.27147e-05
61.7	9.27147e-05
61.8	9.27147e-05
61.9	9.27147e-05
62	9.27147e-05
62.1	9.29116e-05
62.2	9.29116e-05
62.3	9.29116e-05
62.4	9.29116e-05
62.5	9.29116e-05
62.6	9.29116e-05
62.7	9.29116e-05
62.8	9.29116e-05
62.9	9.29116e-05
63	9.29116e-05
63.1	9.31085e-05
63.2	9.31085e-05
63.3	9.31085e-05
63.4	9.31085e-05
63.5	9.31085e-05
63.6	9.31085e-05
63.7	9.31085e-05
63.8	9.31085e-05
63.9	9.31085e-05
64	9.31085e-05
64.1	9.33053e-05
64.2	9.33053e-05
64.3	9.33053e-05
64.4	9.33053e-05
64.5	9.33053e-05
64.6	9.33053e-05
64.7	9.33053e-05
64.8	9.33053e-05
64.9	9.33053e-05
65	9.33053e-05
65.1	9.35022e-05
65.2	9.35022e-05
65.3	9.35022e-05
65.4	9.35022e-05
65.5	9.35022e-05
65.6	9.35022e-05
65.7	9.35022e-05
65.8	9.35022e-05
65.9	9.35022e-05
66	9.35022e-05
66.1	9.36991e-05
66.2	9.36991e-05
66.3	9.36991e-05
66.4	9.36991e-05
66.5	9.36991e-05
66.6	9.36991e-05
66.7	9.36991e-05
66.8	9.36991e-05
66.9	9.36991e-05
67	9.36991e-05
67.1	9.3896e-05
67.2	9.3896e-05
67.3	9.3896e-05
67.4	9.3896e-05
67.5	9.3896e-05
67.6	9.3896e-05
67.7	9.3896e-05
67.8	9.3896e-05
67.9	9.3896e-05
68	9.3896e-05
68.1	9.40929e-05
68.2	9.40929e-05
68.3	9.40929e-05
68.4	9.40929e-05
68.5	9.40929e-05
68.6	9.40929e-05
68.7	9.40929e-05
68.8	9.40929e-05
68.9	9.40929e-05
69	9.40929e-05
69.1	9.42898e-05
69.2	9.42898e-05
69.3	9.42898e-05
69.4	9.42898e-05
69.5	9.42898e-05
69.6	9.42898e-05
69.7	9.42898e-05
69.8	9.42898e-05
69.9	9.42898e-05
70	9.42898e-05
70.1	9.44867e-05
70.2	9.44867e-05
70.3	9.44867e-05
70.4	9.44867e-05
70.5	9.44867e-05
70.6	9.44867e-05
70.7	9.44867e-05
70.8	9.44867e-05
70.9	9.44867e-05
71	9.44867e-05
71.1	9.46836e-05
71.2	9.46836e-05
71.3	9.46836e-05
71.4	9.46836e-05
71.5	9.46836e-05
71.6	9.46836e-05
71.7	9.46836e-05
71.8	9.46836e-05
71.9	9.46836e-05
72	9.46836e-05
72.1	9.48805e-05
72.2	9.48805e-05
72.3	9.48805e-05
72.4	9.48805e-05
72.5	9.48805e-05
72.6	9.48805e-05
72.7	9.48805e-05
72.8	9.48805e-05
72.9	9.48805e-05
73	9.48805e-05
73.1	9.50774e-05
73.2	9.50774e-05
73.3	9.50774e-05
73.4	9.50774e-05
73.5	9.50774e-05
73.6	9.50774e-05
73.7	9.50774e-05
73.8	9.50774e-05
73.9	9.50774e-05
74	9.50774e-05
74.1	9.52743e-05
74.2	9.52743e-05
74.3	9.52743e-05
74.4	9.52743e-05
74.5	9.52743e-05
74.6	9.52743e-05
74.7	9.52743e-05
74.8	9.52743e-05
74.9	9.52743e-05
75	9.52743e-05
75.1	9.54712e-05
75.2	9.54712e-05
75.3	9.54712e-05
75.4	9.54712e-05
75.5	9.54712e-05
75.6	9.54712e-05
75.7	9.54712e-05
75.8	9.54712e-05
75.9	9.54712e-05
76	9.54712e-05
76.1	9.56681e-05
76.2	9.56681e-05
76.3	9.56681e-05
76.4	9.56681e-05
76.5	9.56681e-05
76.6	9.56681e-05
76.7	9.56681e-05
76.8	9.56681e-05
76.9	9.56681e-05
77	9.56681e-05
77.1	9.5865e-05
77.2	9.5865e-05
77.3	9.5865e-05
77.4	9.5865e-05
77.5	9.5865e-05
77.6	9.5865e-05
77.7	9.5865e-05
77.8	9.5865e-05
77.9	9.5865e-05
78	9.5865e-05
78.1	9.60619e-05
78.2	9.60619e-05
78.3	9.60619e-05
78.4	9.60619e-05
78.5	9.60619e-05
78.6	9.60619e-05
78.7	9.60619e-05
78.8	9.60619e-05
78.9	9.60619e-05
79	9.60619e-05
79.1	9.62588e-05
79.2	9.62588e-05
79.3	9.62588e-05
79.4	9.62588e-05
79.5	9.62588e-05
79.6	9.62588e-05
79.7	9.62588e-05
79.8	9.62588e-05
79.9	9.62588e-05
80	9.62588e-05
80.1	9.64557e-05
80.2	9.64557e-05
80.3	9.64557e-05
80.4	9.64557e-05
80.5	9.64557e-05
80.6	9.64557e-05
80.7	9.64557e-05
80.8	9.64557e-05
80.9	9.64557e-05
81	9.64557e-05
81.1	9.66526e-05
81.2	9.66526e-05
81.3	9.66526e-05
81.4	9.66526e-05
81.5	9.66526e-05
81.6	9.66526e-05
81.7	9.66526e-05
81.8	9.66526e-05
81.9	9.66526e-05
82	9.66526e-05
82.1	9.68495e-05
82.2	9.68495e-05
82.3	9.68495e-05
82.4	9.68495e-05
82.5	9.68495e-05
82.6	9.68495e-05
82.7	9.68495e-05
82.8	9.68495e-05
82.9	9.68495e-05
83	9.68495e-05
83.1	9.70464e-05
83.2	9.70464e-05
83.3	9.70464e-05
83.4	9.70464e-05
83.5	9.70464e-05
83.6	9.70464e-05
83.7	9.70464e-05
83.8	9.70464e-05
83.9	9.70464e-05
84	9.70464e-05
84.1	9.72433e-05
84.2	9.72433e-05
84.3	9.72433e-05
84.4	9.72433e-05
84.5	9.72433e-05
84.6	9.72433e-05
84.7	9.72433e-05
84.8	9.72433e-05
84.9	9.72433e-05
85	9.72433e-05
85.1	9.74402e-05
85.2	9.74402e-05
85.3	9.74402e-05
85.4	9.74402e-05
85.5	9.74402e-05
85.6	9.74402e-05
85.7	9.74402e-05
85.8	9.74402e-05
85.9	9.74402e-05
86	9.74402e-05
86.1	9.76371e-05
86.2	9.76371e-05
86.3	9.76371e-05
86.4	9.76371e-05
86.5	9.76371e-05
86.6	9.76371e-05
86.7	9.76371e-05
86.8	9.76371e-05
86.9	9.76371e-05
87	9.76371e-05
87.1	9.7834e-05
87.2	9.7834e-05
87.3	9.7834e-05
87.4	9.7834e-05
87.5	9.7834e-05
87.6	9.7834e-05
87.7	9.7834e-05
87.8	9.7834e-05
87.9	9.7834e-05
88	9.7834e-05
88.1	9.80309e-05
88.2	9.80309e-05
88.3	9.80309e-05
88.4	9.80309e-05
88.5	9.80309e-05
88.6	9.80309e-05
88.7	9.80309e-05
88.8	9.80309e-05
88.9	9.80309e-05
89	9.80309e-05
89.1	9.82278e-05
89.2	9.82278e-05
89.3	9.82278e-05
89.4	9.82278e-05
89.5	9.82278e-05
89.6	9.82278e-05
89.7	9.82278e-05
89.8	9.82278e-05
89.9	9.82278e-05
90	9.82278e-05
90.1	9.84248e-05
90.2	9.84248e-05
90.3	9.84248e-05
90.4	9.84248e-05
90.5	9.84248e-05
90.6	9.84248e-05
90.7	9.84248e-05
90.8	9.84248e-05
90.9	9.84248e-05
91	9.84248e-05
91.1	9.86217e-05
91.2	9.86217e-05
91.3	9.86217e-05
91.4	9.86217e-05
91.5	9.86217e-05
91.6	9.86217e-05
91.7	9.86217e-05
91.8	9.86217e-05
91.9	9.86217e-05
92	9.86217e-05
92.1	9.88186e-05
92.2	9.88186e-05
92.3	9.88186e-05
92.4	9.88186e-05
92.5	9.88186e-05
92.6	9.88186e-05
92.7	9.88186e-05
92.8	9.88186e-05
92.9	9.88186e-05
93	9.88186e-05
93.1	9.90155e-05
93.2	9.90155e-05
93.3	9.90155e-05
93.4	9.90155e-05
93.5	9.90155e-05
93.6	9.90155e-05
93.7	9.90155e-05
93.8	9.90155e-05
93.9	9.90155e-05
94	9.90155e-05
94.1	9.92124e-05
94.2	9.92124e-05
94.3	9.92124e-05
94.4	9.92124e-05
94.5	9.92124e-05
94.6	9.92124e-05
94.7	9.92124e-05
94.8	9.92124e-05
94.9	9.92124e-05
95	9.92124e-05
95.1	9.94093e-05
95.2	9.94093e-05
95.3	9.94093e-05
95.4	9.94093e-05
95.5	9.94093e-05
95.6	9.94093e-05
95.7	9.94093e-05
95.8	9.94093e-05
95.9	9.94093e-05
96	9.94093e-05
96.1	9.96062e-05
96.2	9.96062e-05
96.3	9.96062e-05
96.4	9.96062e-05
96.5	9.96062e-05
96.6	9.96062e-05
96.7	9.96062e-05
96.8	9.96062e-05
96.9	9.96062e-05
97	9.96062e-05
97.1	9.98031e-05
97.2	9.98031e-05
97.3	9.98031e-05
97.4	9.98031e-05
97.5	9.98031e-05
97.6	9.98031e-05
97.7	9.98031e-05
97.8	9.98031e-05
97.9	9.98031e-05
98	9.98031e-05
98.1	0.0001
98.2	0.0001
98.3	0.0001
98.4	0.0001
98.5	0.0001
98.6	0.0001
98.7	0.0001
98.8	0.0001
98.9	0.0001
99	0.0001
99.1	0.0001
99.2	0.0001
99.3	0.0001
99.4	0.0001
99.5	0.0001
99.6	0.0001
99.7	0.0001
99.8	0.0001
99.9	0.0001
100	0.0001
