"arc_length","U_Magnitude","U_X","U_Poiseuille"
0	0	0	0
0.55	0	0	0
1.1	0	0	0
1.65	0	0	0
2.2	1.65778e-07	-1.65747e-07	0
2.75	1.65778e-07	-1.65747e-07	0
3.3	4.80164e-07	-4.80058e-07	0
3.85	4.80164e-07	-4.80058e-07	0
4.4	7.83434e-07	-7.83189e-07	0
4.95	7.83434e-07	-7.83189e-07	0
5.5	1.07614e-06	-1.07567e-06	0
6.05	1.35878e-06	-1.358e-06	0
6.6	1.35878e-06	-1.358e-06	0
7.15	1.63184e-06	-1.63063e-06	0
7.7	1.63184e-06	-1.63063e-06	0
8.25	1.89579e-06	-1.89402e-06	0
8.8	1.89579e-06	-1.89402e-06	0
9.35	2.15104e-06	-2.14858e-06	0
9.9	2.15104e-06	-2.14858e-06	0
10.45	2.39801e-06	-2.3947e-06	0
11	2.39801e-06	-2.3947e-06	0
11.55	2.6371e-06	-2.63275e-06	0
12.1	2.86866e-06	-2.86311e-06	0
12.65	2.86866e-06	-2.86311e-06	0
13.2	3.09306e-06	-3.08608e-06	0
13.75	3.09306e-06	-3.08608e-06	0
14.3	3.31063e-06	-3.302e-06	0
14.85	3.31063e-06	-3.302e-06	0
15.4	3.52166e-06	-3.51116e-06	0
15.95	3.52166e-06	-3.51116e-06	0
16.5	3.72648e-06	-3.71383e-06	0
17.05	3.92535e-06	-3.91027e-06	0
17.6	3.92535e-06	-3.91027e-06	0
18.15	4.11853e-06	-4.10072e-06	0
18.7	4.11853e-06	-4.10072e-06	0
19.25	4.30628e-06	-4.28541e-06	0
19.8	4.30628e-06	-4.28541e-06	0
20.35	4.48884e-06	-4.46455e-06	0
20.9	4.48884e-06	-4.46455e-06	0
21.45	4.66641e-06	-4.63833e-06	0
22	4.66641e-06	-4.63833e-06	0
22.55	4.83922e-06	-4.80692e-06	0
23.1	5.00745e-06	-4.97049e-06	0
23.65	5.00745e-06	-4.97049e-06	0
24.2	5.17128e-06	-5.12919e-06	0
24.75	5.17128e-06	-5.12919e-06	0
25.3	5.33089e-06	-5.28314e-06	0
25.85	5.33089e-06	-5.28314e-06	0
26.4	5.48643e-06	-5.43246e-06	0
26.95	5.48643e-06	-5.43246e-06	0
27.5	5.63805e-06	-5.57726e-06	0
28.05	5.7859e-06	-5.71762e-06	0
28.6	5.7859e-06	-5.71762e-06	0
29.15	5.93009e-06	-5.85363e-06	0
29.7	5.93009e-06	-5.85363e-06	0
30.25	6.07074e-06	-5.98533e-06	0
30.8	6.07074e-06	-5.98533e-06	0
31.35	6.20796e-06	-6.11279e-06	0
31.9	6.20796e-06	-6.11279e-06	0
32.45	6.34186e-06	-6.23603e-06	0
33	6.34186e-06	-6.23603e-06	0
33.55	6.47252e-06	-6.35507e-06	0
34.1	6.60003e-06	-6.46993e-06	0
34.65	6.60003e-06	-6.46993e-06	0
35.2	6.72446e-06	-6.58059e-06	0
35.75	6.72446e-06	-6.58059e-06	0
36.3	6.84588e-06	-6.68704e-06	0
36.85	6.84588e-06	-6.68704e-06	0
37.4	6.96434e-06	-6.78925e-06	0
37.95	6.96434e-06	-6.78925e-06	0
38.5	7.07992e-06	-6.88717e-06	0
39.05	7.19265e-06	-6.98074e-06	0
39.6	7.19265e-06	-6.98074e-06	0
40.15	7.30258e-06	-7.06989e-06	0
40.7	7.30258e-06	-7.06989e-06	0
41.25	7.40974e-06	-7.15454e-06	0
41.8	7.40974e-06	-7.15454e-06	0
42.35	7.51417e-06	-7.23458e-06	0
42.9	7.51417e-06	-7.23458e-06	0
43.45	7.61588e-06	-7.30991e-06	0
44	7.61588e-06	-7.30991e-06	0
44.55	7.71492e-06	-7.38039e-06	0
45.1	7.81128e-06	-7.44589e-06	0
45.65	7.81128e-06	-7.44589e-06	0
46.2	7.905e-06	-7.50625e-06	0
46.75	7.905e-06	-7.50625e-06	0
47.3	7.99607e-06	-7.56131e-06	0
47.85	7.99607e-06	-7.56131e-06	0
48.4	8.08452e-06	-7.61088e-06	0
48.95	8.08452e-06	-7.61088e-06	0
49.5	8.17032e-06	-7.65476e-06	0
50.05	8.25352e-06	-7.69275e-06	0
50.6	8.25352e-06	-7.69275e-06	0
51.15	8.33408e-06	-7.72462e-06	0
51.7	8.33408e-06	-7.72462e-06	0
52.25	8.41204e-06	-7.75013e-06	0
52.8	8.41204e-06	-7.75013e-06	0
53.35	8.48736e-06	-7.76903e-06	0
53.9	8.48736e-06	-7.76903e-06	0
54.45	8.56007e-06	-7.78104e-06	0
55	8.56007e-06	-7.78104e-06	0
55.55	8.63013e-06	-7.78588e-06	0
56.1	8.69759e-06	-7.78325e-06	0
56.65	8.69759e-06	-7.78325e-06	0
57.2	8.7624e-06	-7.77285e-06	0
57.75	8.7624e-06	-7.77285e-06	0
58.3	8.8246e-06	-7.75433e-06	0
58.85	8.8246e-06	-7.75433e-06	0
59.4	8.88414e-06	-7.72736e-06	0
59.95	8.88414e-06	-7.72736e-06	0
60.5	8.9411e-06	-7.69157e-06	0
61.05	8.9954e-06	-7.64659e-06	0
61.6	8.9954e-06	-7.64659e-06	0
62.15	9.04714e-06	-7.59204e-06	0
62.7	9.04714e-06	-7.59204e-06	0
63.25	9.09625e-06	-7.5275e-06	0
63.8	9.09625e-06	-7.5275e-06	0
64.35	9.14283e-06	-7.45257e-06	0
64.9	9.14283e-06	-7.45257e-06	0
65.45	9.18683e-06	-7.3668e-06	0
66	9.18683e-06	-7.3668e-06	0
66.55	9.22836e-06	-7.26975e-06	0
67.1	9.2674e-06	-7.16097e-06	0
67.65	9.2674e-06	-7.16097e-06	0
68.2	9.30408e-06	-7.03997e-06	0
68.75	9.30408e-06	-7.03997e-06	0
69.3	9.33838e-06	-6.90626e-06	0
69.85	9.33838e-06	-6.90626e-06	0
70.4	9.37049e-06	-6.75936e-06	0
70.95	9.37049e-06	-6.75936e-06	0
71.5	9.40041e-06	-6.59875e-06	0
72.05	9.42837e-06	-6.42389e-06	0
72.6	9.42837e-06	-6.42389e-06	0
73.15	9.45442e-06	-6.23428e-06	0
73.7	9.45442e-06	-6.23428e-06	0
74.25	9.47886e-06	-6.02935e-06	0
74.8	9.47886e-06	-6.02935e-06	0
75.35	9.50178e-06	-5.80855e-06	0
75.9	9.50178e-06	-5.80855e-06	0
76.45	9.52359e-06	-5.57133e-06	0
77	9.52359e-06	-5.57133e-06	0
77.55	9.54445e-06	-5.31712e-06	0
78.1	9.56488e-06	-5.04535e-06	0
78.65	9.56488e-06	-5.04535e-06	0
79.2	9.58516e-06	-4.75543e-06	0
79.75	9.58516e-06	-4.75543e-06	0
80.3	9.60597e-06	-4.44679e-06	0
80.85	9.60597e-06	-4.44679e-06	0
81.4	9.62775e-06	-4.11885e-06	0
81.95	9.62775e-06	-4.11885e-06	0
82.5	9.65135e-06	-3.77101e-06	0
83.05	9.67742e-06	-3.40271e-06	0
83.6	9.67742e-06	-3.40271e-06	0
84.15	9.70707e-06	-3.01336e-06	0
84.7	9.70707e-06	-3.01336e-06	0
85.25	9.74118e-06	-2.60239e-06	0
85.8	9.74118e-06	-2.60239e-06	0
86.35	9.78116e-06	-2.16924e-06	0
86.9	9.78116e-06	-2.16924e-06	0
87.45	9.82821e-06	-1.71334e-06	0
88	9.82821e-06	-1.71334e-06	0
88.55	9.88406e-06	-1.23414e-06	0
89.1	9.95026e-06	-7.31117e-07	0
89.65	9.95026e-06	-7.31117e-07	0
90.2	1.00289e-05	-2.03747e-07	0
90.75	1.00289e-05	-2.03747e-07	0
91.3	1.01219e-05	3.48473e-07	0
91.85	1.01219e-05	3.48473e-07	0
92.4	1.02317e-05	9.26025e-07	0
92.95	1.02317e-05	9.26025e-07	0
93.5	1.03605e-05	1.52937e-06	0
94.05	1.05111e-05	2.15895e-06	0
94.6	1.05111e-05	2.15895e-06	0
95.15	1.06858e-05	2.81517e-06	0
95.7	1.06858e-05	2.81517e-06	0
96.25	1.08877e-05	3.49842e-06	0
96.8	1.08877e-05	3.49842e-06	0
97.35	1.11192e-05	4.20904e-06	0
97.9	1.11192e-05	4.20904e-06	0
98.45	1.13833e-05	4.94736e-06	0
99	1.13833e-05	4.94736e-06	0
99.55	1.16823e-05	5.71367e-06	0
100.1	1.2019e-05	6.5082e-06	0
100.65	1.2019e-05	6.5082e-06	0
101.2	1.23954e-05	7.33118e-06	0
101.75	1.23954e-05	7.33118e-06	0
102.3	1.2814e-05	8.18277e-06	0
102.85	1.2814e-05	8.18277e-06	0
103.4	1.32763e-05	9.0631e-06	0
103.95	1.32763e-05	9.0631e-06	0
104.5	1.37842e-05	9.97225e-06	0
105.05	1.43388e-05	1.09103e-05	0
105.6	1.43388e-05	1.09103e-05	0
106.15	1.49415e-05	1.18771e-05	0
106.7	1.49415e-05	1.18771e-05	0
107.25	1.55928e-05	1.28728e-05	0
107.8	1.55928e-05	1.28728e-05	0
108.35	1.62935e-05	1.38972e-05	0
108.9	1.62935e-05	1.38972e-05	0
109.45	1.70437e-05	1.49502e-05	0
110	1.70437e-05	1.49502e-05	0
110.55	1.78438e-05	1.60315e-05	0
111.1	1.86933e-05	1.7141e-05	0
111.65	1.86933e-05	1.7141e-05	0
112.2	1.95921e-05	1.82781e-05	0
112.75	1.95921e-05	1.82781e-05	0
113.3	2.05389e-05	1.94419e-05	0
113.85	2.05389e-05	1.94419e-05	0
114.4	2.15311e-05	2.06298e-05	0
114.95	2.15311e-05	2.06298e-05	0
115.5	2.25613e-05	2.18345e-05	0
116.05	2.36074e-05	2.30342e-05	0
116.6	2.36074e-05	2.30342e-05	0
117.15	2.46013e-05	2.41602e-05	0
117.7	2.46013e-05	2.41602e-05	0
118.25	2.5379e-05	2.50478e-05	0
118.8	2.5379e-05	2.50478e-05	0
119.35	2.57739e-05	2.55318e-05	0
119.9	2.57739e-05	2.55318e-05	0
120.45	2.58741e-05	2.57042e-05	0
121	2.58741e-05	2.57042e-05	0
121.55	2.58768e-05	2.57656e-05	0
122.1	2.58663e-05	2.58012e-05	0
122.65	2.58663e-05	2.58012e-05	0
123.2	2.58592e-05	2.58276e-05	0
123.75	2.58592e-05	2.58276e-05	0
124.3	2.58616e-05	2.58515e-05	0
124.85	2.58616e-05	2.58515e-05	0
125.4	2.58775e-05	2.58769e-05	0
125.95	2.58775e-05	2.58769e-05	0
126.5	2.59032e-05	2.59003e-05	4.62467e-07
127.05	2.59457e-05	2.59289e-05	1.37919e-06
127.6	2.59457e-05	2.59289e-05	1.37919e-06
128.15	2.6006e-05	2.59639e-05	2.29039e-06
128.7	2.6006e-05	2.59639e-05	2.29039e-06
