"arc_length"	"U_X","U_Magnitude"
130.05	2.05988e-05	0
130.22	2.05988e-05	0
130.39	2.05988e-05	0
130.56	2.05988e-05	0
130.73	2.05988e-05	0
130.9	2.05988e-05	0
131.07	1.98338e-05	0
131.24	1.98338e-05	0
131.41	1.98338e-05	0
131.58	1.98338e-05	0
131.75	1.98338e-05	0
131.92	1.98338e-05	0
132.09	1.8535e-05	0
132.26	1.8535e-05	0
132.43	1.8535e-05	0
132.6	1.8535e-05	0
132.77	1.8535e-05	0
132.94	1.8535e-05	0
133.11	1.69306e-05	0
133.28	1.69306e-05	0
133.45	1.69306e-05	0
133.62	1.69306e-05	0
133.79	1.69306e-05	0
133.96	1.69306e-05	0
134.13	1.52402e-05	0
134.3	1.52402e-05	0
134.47	1.52402e-05	0
134.64	1.52402e-05	0
134.81	1.52402e-05	0
134.98	1.52402e-05	0
135.15	1.35607e-05	0
135.32	1.35607e-05	0
135.49	1.35607e-05	0
135.66	1.35607e-05	0
135.83	1.35607e-05	0
136	1.35607e-05	0
136.17	1.1938e-05	0
136.34	1.1938e-05	0
136.51	1.1938e-05	0
136.68	1.1938e-05	0
136.85	1.1938e-05	0
137.02	1.03906e-05	0
137.19	1.03906e-05	0
137.36	1.03906e-05	0
137.53	1.03906e-05	0
137.7	1.03906e-05	0
137.87	1.03906e-05	0
138.04	8.92492e-06	0
138.21	8.92492e-06	0
138.38	8.92492e-06	0
138.55	8.92492e-06	0
138.72	8.92492e-06	0
138.89	8.92492e-06	0
139.06	7.54276e-06	0
139.23	7.54276e-06	0
139.4	7.54276e-06	0
139.57	7.54276e-06	0
139.74	7.54276e-06	0
139.91	7.54276e-06	0
140.08	6.24431e-06	0
140.25	6.24431e-06	0
140.42	6.24431e-06	0
140.59	6.24431e-06	0
140.76	6.24431e-06	0
140.93	6.24431e-06	0
141.1	5.02906e-06	0
141.27	5.02906e-06	0
141.44	5.02906e-06	0
141.61	5.02906e-06	0
141.78	5.02906e-06	0
141.95	5.02906e-06	0
142.12	3.89617e-06	0
142.29	3.89617e-06	0
142.46	3.89617e-06	0
142.63	3.89617e-06	0
142.8	3.89617e-06	0
142.97	3.89617e-06	0
143.14	2.84459e-06	0
143.31	2.84459e-06	0
143.48	2.84459e-06	0
143.65	2.84459e-06	0
143.82	2.84459e-06	0
143.99	2.84459e-06	0
144.16	1.87311e-06	0
144.33	1.87311e-06	0
144.5	1.87311e-06	0
144.67	1.87311e-06	0
144.84	1.87311e-06	0
145.01	9.80425e-07	0
145.18	9.80425e-07	0
145.35	9.80425e-07	0
145.52	9.80425e-07	0
145.69	9.80425e-07	0
145.86	9.80425e-07	0
146.03	1.65142e-07	0
146.2	1.65142e-07	0
146.37	1.65142e-07	0
146.54	1.65142e-07	0
146.71	1.65142e-07	0
146.88	1.65142e-07	0
147.05	-5.74175e-07	0
147.22	-5.74175e-07	0
147.39	-5.74175e-07	0
147.56	-5.74175e-07	0
147.73	-5.74175e-07	0
147.9	-5.74175e-07	0
148.07	-1.23898e-06	0
148.24	-1.23898e-06	0
148.41	-1.23898e-06	0
148.58	-1.23898e-06	0
148.75	-1.23898e-06	0
148.92	-1.23898e-06	0
149.09	-1.83072e-06	0
149.26	-1.83072e-06	0
149.43	-1.83072e-06	0
149.6	-1.83072e-06	0
149.77	-1.83072e-06	0
149.94	-1.83072e-06	0
150.11	-2.3508e-06	0
150.28	-2.3508e-06	0
150.45	-2.3508e-06	0
150.62	-2.3508e-06	0
150.79	-2.3508e-06	0
150.96	-2.3508e-06	0
151.13	-2.8006e-06	0
151.3	-2.8006e-06	0
151.47	-2.8006e-06	0
151.64	-2.8006e-06	0
151.81	-2.8006e-06	0
151.98	-2.8006e-06	0
152.15	-3.18138e-06	0
152.32	-3.18138e-06	0
152.49	-3.18138e-06	0
152.66	-3.18138e-06	0
152.83	-3.18138e-06	0
153	-3.18138e-06	0
153.17	-3.49432e-06	0
153.34	-3.49432e-06	0
153.51	-3.49432e-06	0
153.68	-3.49432e-06	0
153.85	-3.49432e-06	0
154.02	-3.74049e-06	0
154.19	-3.74049e-06	0
154.36	-3.74049e-06	0
154.53	-3.74049e-06	0
154.7	-3.74049e-06	0
154.87	-3.74049e-06	0
155.04	-3.92081e-06	0
155.21	-3.92081e-06	0
155.38	-3.92081e-06	0
155.55	-3.92081e-06	0
155.72	-3.92081e-06	0
155.89	-3.92081e-06	0
156.06	-4.03605e-06	0
156.23	-4.03605e-06	0
156.4	-4.03605e-06	0
156.57	-4.03605e-06	0
156.74	-4.03605e-06	0
156.91	-4.03605e-06	0
157.08	-4.08683e-06	0
157.25	-4.08683e-06	0
157.42	-4.08683e-06	0
157.59	-4.08683e-06	0
157.76	-4.08683e-06	0
157.93	-4.08683e-06	0
158.1	-4.07357e-06	0
158.27	-4.07357e-06	0
158.44	-4.07357e-06	0
158.61	-4.07357e-06	0
158.78	-4.07357e-06	0
158.95	-4.07357e-06	0
159.12	-3.99651e-06	0
159.29	-3.99651e-06	0
159.46	-3.99651e-06	0
159.63	-3.99651e-06	0
159.8	-3.99651e-06	0
159.97	-3.99651e-06	0
160.14	-3.85571e-06	0
160.31	-3.85571e-06	0
160.48	-3.85571e-06	0
160.65	-3.85571e-06	0
160.82	-3.85571e-06	0
160.99	-3.85571e-06	0
161.16	-3.65098e-06	0
161.33	-3.65098e-06	0
161.5	-3.65098e-06	0
161.67	-3.65098e-06	0
161.84	-3.65098e-06	0
162.01	-3.38194e-06	0
162.18	-3.38194e-06	0
162.35	-3.38194e-06	0
162.52	-3.38194e-06	0
162.69	-3.38194e-06	0
162.86	-3.38194e-06	0
163.03	-3.048e-06	0
163.2	-3.048e-06	0
163.37	-3.048e-06	0
163.54	-3.048e-06	0
163.71	-3.048e-06	0
163.88	-3.048e-06	0
164.05	-2.64838e-06	0
164.22	-2.64838e-06	0
164.39	-2.64838e-06	0
164.56	-2.64838e-06	0
164.73	-2.64838e-06	0
164.9	-2.64838e-06	0
165.07	-2.18211e-06	0
165.24	-2.18211e-06	0
165.41	-2.18211e-06	0
165.58	-2.18211e-06	0
165.75	-2.18211e-06	0
165.92	-2.18211e-06	0
166.09	-1.6481e-06	0
166.26	-1.6481e-06	0
166.43	-1.6481e-06	0
166.6	-1.6481e-06	0
166.77	-1.6481e-06	0
166.94	-1.6481e-06	0
167.11	-1.04517e-06	0
167.28	-1.04517e-06	0
167.45	-1.04517e-06	0
167.62	-1.04517e-06	0
167.79	-1.04517e-06	0
167.96	-1.04517e-06	0
168.13	-3.72073e-07	0
168.3	-3.72073e-07	0
168.47	-3.72073e-07	0
168.64	-3.72073e-07	0
168.81	-3.72073e-07	0
168.98	-3.72073e-07	0
169.15	0	0
169.32	0	0
169.49	0	0
169.66	0	0
169.83	0	0
170	0	0
