"arc_length"	"U_X","U_Magnitude"
95.7	9.80122e-05	0.000101392
95.81	9.80122e-05	0.000101392
95.92	9.80122e-05	0.000101392
96.03	9.14391e-05	9.46242e-05
96.14	9.14391e-05	9.46242e-05
96.25	9.14391e-05	9.46242e-05
96.36	9.14391e-05	9.46242e-05
96.47	9.14391e-05	9.46242e-05
96.58	9.14391e-05	9.46242e-05
96.69	9.14391e-05	9.46242e-05
96.8	9.14391e-05	9.46242e-05
96.91	9.14391e-05	9.46242e-05
97.02	8.4644e-05	8.76229e-05
97.13	8.4644e-05	8.76229e-05
97.24	8.4644e-05	8.76229e-05
97.35	8.4644e-05	8.76229e-05
97.46	8.4644e-05	8.76229e-05
97.57	8.4644e-05	8.76229e-05
97.68	8.4644e-05	8.76229e-05
97.79	8.4644e-05	8.76229e-05
97.9	8.4644e-05	8.76229e-05
98.01	7.76269e-05	8.03883e-05
98.12	7.76269e-05	8.03883e-05
98.23	7.76269e-05	8.03883e-05
98.34	7.76269e-05	8.03883e-05
98.45	7.76269e-05	8.03883e-05
98.56	7.76269e-05	8.03883e-05
98.67	7.76269e-05	8.03883e-05
98.78	7.76269e-05	8.03883e-05
98.89	7.76269e-05	8.03883e-05
99	7.76269e-05	8.03883e-05
99.11	7.03885e-05	7.29201e-05
99.22	7.03885e-05	7.29201e-05
99.33	7.03885e-05	7.29201e-05
99.44	7.03885e-05	7.29201e-05
99.55	7.03885e-05	7.29201e-05
99.66	7.03885e-05	7.29201e-05
99.77	7.03885e-05	7.29201e-05
99.88	7.03885e-05	7.29201e-05
99.99	7.03885e-05	7.29201e-05
100.1	6.29292e-05	6.5218e-05
100.21	6.29292e-05	6.5218e-05
100.32	6.29292e-05	6.5218e-05
100.43	6.29292e-05	6.5218e-05
100.54	6.29292e-05	6.5218e-05
100.65	6.29292e-05	6.5218e-05
100.76	6.29292e-05	6.5218e-05
100.87	6.29292e-05	6.5218e-05
100.98	6.29292e-05	6.5218e-05
101.09	5.52496e-05	5.72828e-05
101.2	5.52496e-05	5.72828e-05
101.31	5.52496e-05	5.72828e-05
101.42	5.52496e-05	5.72828e-05
101.53	5.52496e-05	5.72828e-05
101.64	5.52496e-05	5.72828e-05
101.75	5.52496e-05	5.72828e-05
101.86	5.52496e-05	5.72828e-05
101.97	5.52496e-05	5.72828e-05
102.08	4.73503e-05	4.91142e-05
102.19	4.73503e-05	4.91142e-05
102.3	4.73503e-05	4.91142e-05
102.41	4.73503e-05	4.91142e-05
102.52	4.73503e-05	4.91142e-05
102.63	4.73503e-05	4.91142e-05
102.74	4.73503e-05	4.91142e-05
102.85	4.73503e-05	4.91142e-05
102.96	4.73503e-05	4.91142e-05
103.07	3.92319e-05	4.07116e-05
103.18	3.92319e-05	4.07116e-05
103.29	3.92319e-05	4.07116e-05
103.4	3.92319e-05	4.07116e-05
103.51	3.92319e-05	4.07116e-05
103.62	3.92319e-05	4.07116e-05
103.73	3.92319e-05	4.07116e-05
103.84	3.92319e-05	4.07116e-05
103.95	3.92319e-05	4.07116e-05
104.06	3.08951e-05	3.20754e-05
104.17	3.08951e-05	3.20754e-05
104.28	3.08951e-05	3.20754e-05
104.39	3.08951e-05	3.20754e-05
104.5	3.08951e-05	3.20754e-05
104.61	3.08951e-05	3.20754e-05
104.72	3.08951e-05	3.20754e-05
104.83	3.08951e-05	3.20754e-05
104.94	3.08951e-05	3.20754e-05
105.05	2.23409e-05	2.32057e-05
105.16	2.23409e-05	2.32057e-05
105.27	2.23409e-05	2.32057e-05
105.38	2.23409e-05	2.32057e-05
105.49	2.23409e-05	2.32057e-05
105.6	2.23409e-05	2.32057e-05
105.71	2.23409e-05	2.32057e-05
105.82	2.23409e-05	2.32057e-05
105.93	2.23409e-05	2.32057e-05
106.04	1.357e-05	1.41023e-05
106.15	1.357e-05	1.41023e-05
106.26	1.357e-05	1.41023e-05
106.37	1.357e-05	1.41023e-05
106.48	1.357e-05	1.41023e-05
106.59	1.357e-05	1.41023e-05
106.7	1.357e-05	1.41023e-05
106.81	1.357e-05	1.41023e-05
106.92	1.357e-05	1.41023e-05
107.03	4.58278e-06	4.76526e-06
107.14	4.58278e-06	4.76526e-06
107.25	4.58278e-06	4.76526e-06
107.36	4.58278e-06	4.76526e-06
107.47	4.58278e-06	4.76526e-06
107.58	4.58278e-06	4.76526e-06
107.69	4.58278e-06	4.76526e-06
107.8	4.58278e-06	4.76526e-06
107.91	4.58278e-06	4.76526e-06
108.02	0	0
108.13	0	0
108.24	0	0
108.35	0	0
108.46	0	0
108.57	0	0
108.68	0	0
108.79	0	0
108.9	0	0
109.01	0	0
109.12	0	0
109.23	0	0
109.34	0	0
109.45	0	0
109.56	0	0
109.67	0	0
109.78	0	0
109.89	0	0
110	0	0
