"flag","ADDITIONALS","BODY","BOUNDARY","COLLISION","DESIGNSPACE","SETTINGZONE","NONE","Rho","PhaseField","U:0","U:1","U:2","NormalizedPressure","Pressure","Normal:0","Normal:1","Normal:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
256,0,0,0,2,0,0,0,1,7.30380469411e-07,2.77094130549e-09,1.26032683558e-10,0,-4.01953333671e-07,-1.33984444557e-07,0,0,0,1,11.263999939,11.263999939,128,0.5
256,0,0,0,2,0,0,0,1,7.30380469411e-07,2.77094130549e-09,1.26032683558e-10,0,-4.01953333671e-07,-1.33984444557e-07,0,0,0,1,11.5200004578,11.5200004578,128,0.5
256,0,0,0,2,0,0,0,1,7.30380469411e-07,2.77094130549e-09,1.26032683558e-10,0,-4.01953333671e-07,-1.33984444557e-07,0,0,0,1,11.7760000229,11.7760000229,128,0.5
256,0,0,0,2,0,0,0,1,7.3038206645e-07,3.02447576989e-09,1.27578788852e-10,0,-4.01954422456e-07,-1.33984807485e-07,0,0,0,1,12.031999588,12.031999588,128,0.5
256,0,0,0,2,0,0,0,1,7.3038206645e-07,3.02447576989e-09,1.27578788852e-10,0,-4.01954422456e-07,-1.33984807485e-07,0,0,0,1,12.2880001068,12.2880001068,128,0.5
256,0,0,0,2,0,0,0,1,7.3038206645e-07,3.02447576989e-09,1.27578788852e-10,0,-4.01954422456e-07,-1.33984807485e-07,0,0,0,1,12.5439996719,12.5439996719,128,0.5
256,0,0,0,2,0,0,0,1,7.3038206645e-07,3.02447576989e-09,1.27578788852e-10,0,-4.01954422456e-07,-1.33984807485e-07,0,0,0,1,12.8000001907,12.8000001907,128,0.5
256,0,0,0,2,0,0,0,1,7.30383814392e-07,3.28124639891e-09,1.29270684419e-10,0,-4.0195561441e-07,-1.33985204803e-07,0,0,0,1,13.0559997559,13.0559997559,128,0.5
256,0,0,0,2,0,0,0,1,7.30383814392e-07,3.28124639891e-09,1.29270684419e-10,0,-4.0195561441e-07,-1.33985204803e-07,0,0,0,1,13.3120002747,13.3120002747,128,0.5
256,0,0,0,2,0,0,0,1,7.30383814392e-07,3.28124639891e-09,1.29270684419e-10,0,-4.0195561441e-07,-1.33985204803e-07,0,0,0,1,13.5679998398,13.5679998398,128,0.5
256,0,0,0,2,0,0,0,1,7.30383814392e-07,3.28124639891e-09,1.29270684419e-10,0,-4.0195561441e-07,-1.33985204803e-07,0,0,0,1,13.8240003586,13.8240003586,128,0.5
256,0,0,0,2,0,0,0,1,7.30385717752e-07,3.5415482096e-09,1.31112671942e-10,0,-4.01956912773e-07,-1.33985637591e-07,0,0,0,1,14.0799999237,14.0799999237,128,0.5
256,0,0,0,2,0,0,0,1,7.30385717752e-07,3.5415482096e-09,1.31112671942e-10,0,-4.01956912773e-07,-1.33985637591e-07,0,0,0,1,14.3360004425,14.3360004425,128,0.5
256,0,0,0,2,0,0,0,1,7.30385717752e-07,3.5415482096e-09,1.31112671942e-10,0,-4.01956912773e-07,-1.33985637591e-07,0,0,0,1,14.5920000076,14.5920000076,128,0.5
256,0,0,0,2,0,0,0,1,7.30385717752e-07,3.5415482096e-09,1.31112671942e-10,0,-4.01956912773e-07,-1.33985637591e-07,0,0,0,1,14.8479995728,14.8479995728,128,0.5
256,0,0,0,2,0,0,0,1,7.30387781491e-07,3.80568643288e-09,1.33109428384e-10,0,-4.01958320987e-07,-1.33986106996e-07,0,0,0,1,15.1040000916,15.1040000916,128,0.5
256,0,0,0,2,0,0,0,1,7.30387781491e-07,3.80568643288e-09,1.33109428384e-10,0,-4.01958320987e-07,-1.33986106996e-07,0,0,0,1,15.3599996567,15.3599996567,128,0.5
256,0,0,0,2,0,0,0,1,7.30387781491e-07,3.80568643288e-09,1.33109428384e-10,0,-4.01958320987e-07,-1.33986106996e-07,0,0,0,1,15.6160001755,15.6160001755,128,0.5
